,Global_reactive_power,Voltage,Global_intensity,Date_day,Date_month,hour,minute,Total_sub_metering
376081,0.148,241.04,5.0,9.0,3.0,21.0,25.0,0.0
1000828,0.328,236.86,13.9,11.0,10.0,17.0,52.0,19.0
2010211,0.076,243.36,1.4,10.0,12.0,16.0,55.0,1.0
1041787,0.05,246.31,0.8,12.0,9.0,4.0,31.0,0.0
1934905,0.12389290560382264,240.82676954857766,4.647313526540645,21.0,8.0,9.0,49.0,7.813293638738684
1982973,0.172,240.05,3.0,23.0,9.0,18.0,57.0,2.0
303153,0.12,241.98,1.2,15.0,7.0,5.0,57.0,0.0
1917931,0.0,241.41,0.6,8.0,9.0,14.0,55.0,0.0
822404,0.26,240.77,6.6,7.0,9.0,20.0,8.0,19.0
1443018,0.232,235.13,9.4,13.0,9.0,19.0,42.0,2.0
572658,0.096,235.8,6.2,18.0,1.0,9.0,42.0,17.0
1498521,0.212,238.5,12.6,22.0,10.0,8.0,45.0,19.0
1503227,0.328,243.07,9.4,25.0,10.0,15.0,11.0,27.0
638009,0.0,235.22,2.2,3.0,3.0,18.0,53.0,0.0
1298870,0.0,240.21,0.8,6.0,5.0,17.0,14.0,0.0
944083,0.09,240.28,6.0,10.0,2.0,8.0,7.0,18.0
18508,0.148,242.14,7.0,29.0,12.0,13.0,52.0,18.0
1735610,0.092,246.07,1.2,4.0,5.0,0.0,14.0,2.0
479525,0.0,240.04,5.4,14.0,11.0,17.0,29.0,18.0
1843885,0.134,243.35,1.4,19.0,6.0,4.0,49.0,1.0
1956609,0.0,239.99,5.6,9.0,5.0,11.0,33.0,19.0
1304022,0.0,239.19,5.6,6.0,9.0,7.0,6.0,19.0
1350646,0.212,243.0,4.4,7.0,11.0,16.0,10.0,12.0
588380,0.0,240.78,4.8,29.0,1.0,7.0,44.0,0.0
403637,0.09,242.74,0.8,23.0,9.0,0.0,41.0,2.0
1658306,0.086,240.92,11.0,2.0,10.0,7.0,50.0,18.0
8270,0.0,237.78,5.2,22.0,12.0,11.0,14.0,18.0
644736,0.092,238.22,6.2,3.0,8.0,11.0,0.0,19.0
2065551,0.048,241.19,1.0,20.0,11.0,3.0,15.0,0.0
1481687,0.40800000000000003,239.02,10.2,10.0,10.0,16.0,11.0,19.0
895895,0.122,240.36,0.8,29.0,8.0,20.0,59.0,0.0
1698596,0.0,244.51,10.8,3.0,10.0,7.0,20.0,19.0
134985,0.158,235.45,13.9,20.0,3.0,11.0,9.0,17.0
1183075,0.178,239.94,8.2,17.0,3.0,7.0,19.0,17.0
1898145,0.1,240.66,4.2,26.0,7.0,21.0,9.0,1.0
521910,0.0,247.24,1.0,14.0,12.0,3.0,54.0,0.0
1498749,0.0,240.95,5.4,22.0,10.0,12.0,33.0,18.0
1738182,0.0,242.31,3.4,4.0,6.0,19.0,6.0,1.0
54205,0.086,242.74,6.0,23.0,1.0,8.0,49.0,18.0
1246465,0.21,239.12,7.8,30.0,4.0,7.0,49.0,19.0
872527,0.244,240.87,1.4,13.0,8.0,15.0,31.0,3.0
1280650,0.216,243.86,1.8,24.0,5.0,1.0,34.0,1.0
1909644,0.242,241.11,1.6,8.0,3.0,20.0,48.0,2.0
1219083,0.166,241.82,7.6,4.0,11.0,7.0,27.0,18.0
703157,0.108,244.87,1.4,18.0,4.0,0.0,41.0,3.0
1098056,0.05,245.65,5.8,17.0,1.0,6.0,20.0,0.0
1297143,0.09,236.17,1.0,6.0,4.0,12.0,27.0,2.0
389212,0.0,240.63,1.0,13.0,9.0,0.0,16.0,2.0
1612363,0.0,241.32,5.8,1.0,9.0,10.0,7.0,20.0
1433243,0.0,243.78,0.6,9.0,7.0,0.0,47.0,1.0
46950,0.0,235.8,11.6,18.0,1.0,7.0,54.0,17.0
724305,0.40800000000000003,243.39,5.0,5.0,2.0,17.0,9.0,13.0
574392,0.076,241.48,5.8,19.0,1.0,14.0,36.0,17.0
688640,0.206,246.28,3.6,4.0,7.0,22.0,44.0,3.0
1222930,0.206,243.33,3.6,13.0,4.0,23.0,34.0,10.0
1569220,0.0,241.1,5.4,12.0,10.0,11.0,4.0,18.0
111268,0.342,241.0,2.4,3.0,3.0,23.0,52.0,1.0
1351400,0.0,243.16,0.6,7.0,12.0,4.0,44.0,1.0
589729,0.14,245.66,2.6,30.0,1.0,6.0,13.0,0.0
1426515,0.046,235.79,13.9,9.0,2.0,8.0,39.0,18.0
1742663,0.09,240.65,1.6,4.0,9.0,21.0,47.0,1.0
1798697,0.092,241.64,2.8,18.0,5.0,19.0,41.0,1.0
390062,0.0,239.16,2.8,13.0,9.0,14.0,26.0,0.0
207587,0.182,235.6,8.8,5.0,9.0,21.0,11.0,18.0
374683,0.232,239.12,13.0,9.0,2.0,22.0,7.0,2.0
1663823,0.052,247.38,1.8,14.0,2.0,3.0,47.0,0.0
1567215,0.136,242.47,1.4,12.0,9.0,1.0,39.0,1.0
1708097,0.322,240.06,7.8,16.0,3.0,21.0,41.0,2.0
1651586,0.066,242.71,7.4,2.0,5.0,15.0,50.0,19.0
202715,0.094,233.22500000000002,2.6,5.0,6.0,11.0,59.0,1.0
1733998,0.09,243.83,6.2,4.0,3.0,21.0,22.0,20.0
121105,0.082,233.36,13.2,3.0,10.0,19.0,49.0,17.0
108946,0.0,239.48,0.8,3.0,2.0,9.0,10.0,0.0
1511562,0.058,238.62,6.8,31.0,10.0,10.0,6.0,21.0
1391935,0.158,242.85,3.4,8.0,9.0,8.0,19.0,11.0
2035903,0.096,241.42,3.2,30.0,10.0,13.0,7.0,1.0
66136,0.248,239.83,13.9,31.0,1.0,15.0,40.0,45.0
1456345,0.122,242.24,1.0,23.0,9.0,1.0,49.0,1.0
315264,0.046,235.2,1.4,23.0,7.0,15.0,48.0,0.0
1786809,0.082,241.7,1.6,5.0,10.0,13.0,33.0,1.0
242042,0.272,233.22500000000002,13.9,6.0,2.0,19.0,26.0,16.0
1050856,0.058,240.81,5.4,15.0,12.0,11.0,40.0,18.0
159683,0.13,244.9,1.4,4.0,6.0,14.0,47.0,0.0
1641088,0.324,239.01,13.9,29.0,1.0,8.0,52.0,18.0
834467,0.102,239.37,1.0,18.0,7.0,5.0,11.0,2.0
1298474,0.058,237.44,5.4,6.0,5.0,10.0,38.0,18.0
415632,0.142,238.23,6.6,10.0,1.0,8.0,36.0,7.0
1148733,0.046,238.25,3.4,21.0,2.0,10.0,57.0,0.0
2004981,0.282,241.08,2.6,10.0,9.0,1.0,45.0,1.0
1683555,0.05,239.45,6.2,27.0,2.0,20.0,39.0,18.0
435559,0.094,239.34,1.4,15.0,10.0,4.0,43.0,0.0
1323365,0.112,241.89,1.4,22.0,6.0,17.0,29.0,0.0
577774,0.102,242.36,2.0,21.0,1.0,22.0,58.0,0.0
968119,0.40800000000000003,234.77,13.9,19.0,10.0,0.0,43.0,45.0
894230,0.248,238.89,1.4,28.0,8.0,17.0,14.0,1.0
531023,0.08,242.72,6.0,20.0,12.0,11.0,47.0,18.0
200750,0.106,236.71,1.0,5.0,5.0,3.0,14.0,0.0
737368,0.274,240.41,4.4,5.0,11.0,18.0,52.0,0.0
1793585,0.0,246.05,1.0,15.0,5.0,6.0,29.0,0.0
325053,0.108,234.24,1.2,30.0,7.0,10.0,57.0,0.0
610467,0.0,243.92,1.0,13.0,2.0,15.0,51.0,0.0
178265,0.106,239.6,5.4,19.0,4.0,12.0,29.0,18.0
1931374,0.12389290560382264,240.82676954857766,4.647313526540645,18.0,8.0,22.0,58.0,7.813293638738684
1583001,0.0,248.625,1.2,20.0,12.0,0.0,45.0,0.0
578025,0.062,242.69,1.8,22.0,1.0,3.0,9.0,0.0
35868,0.0,240.37,6.6,1.0,10.0,15.0,12.0,18.0
1009705,0.074,236.23,13.9,16.0,11.0,21.0,49.0,0.0
1189952,0.098,242.5,1.4,22.0,3.0,1.0,56.0,0.0
1155458,0.0,245.79,1.0,26.0,2.0,3.0,2.0,0.0
107643,0.1,237.76,1.2,3.0,1.0,11.0,27.0,2.0
1729853,0.178,241.41,1.8,4.0,1.0,0.0,17.0,1.0
1308833,0.216,240.87,2.2,6.0,12.0,15.0,17.0,1.0
2063226,0.048,239.77,5.6,18.0,11.0,12.0,30.0,19.0
1985627,0.12389290560382264,240.82676954857766,4.647313526540645,25.0,9.0,15.0,11.0,7.813293638738684
1731664,0.0,245.67,1.0,4.0,2.0,6.0,28.0,1.0
140418,0.224,243.64,1.8,24.0,3.0,5.0,42.0,1.0
898225,0.272,240.19,1.4,31.0,8.0,11.0,49.0,2.0
841477,0.0,238.96,0.6,23.0,7.0,2.0,1.0,1.0
406930,0.244,236.6,13.9,25.0,9.0,7.0,34.0,19.0
2013210,0.28,236.8,13.9,14.0,10.0,18.0,54.0,18.0
1262847,0.108,241.19,1.6,5.0,11.0,16.0,51.0,1.0
546765,0.318,239.39,6.0,31.0,12.0,10.0,9.0,2.0
1068727,0.094,242.44,9.8,27.0,12.0,21.0,31.0,18.0
682823,0.074,241.47,4.2,4.0,3.0,21.0,47.0,0.0
841084,0.276,238.03,2.4,22.0,7.0,19.0,28.0,0.0
861349,0.376,240.4,2.0,8.0,5.0,21.0,13.0,2.0
693053,0.0,245.18,5.8,4.0,11.0,0.0,17.0,19.0
829425,0.0,241.68,0.8,14.0,7.0,17.0,9.0,1.0
135886,0.07,241.76,2.6,21.0,3.0,2.0,10.0,4.0
1874640,0.40800000000000003,236.69,10.4,7.0,10.0,13.0,24.0,30.0
1710254,0.0,241.08,5.4,18.0,3.0,9.0,38.0,18.0
326628,0.194,233.22500000000002,13.9,31.0,7.0,13.0,12.0,0.0
805335,0.18,241.28,8.8,27.0,6.0,23.0,39.0,12.0
1605159,0.0,246.67,5.8,1.0,4.0,10.0,3.0,20.0
1174505,0.07,238.05,13.9,3.0,11.0,8.0,29.0,18.0
678298,0.0,243.47,1.0,31.0,3.0,18.0,22.0,0.0
447494,0.08,238.66,5.6,23.0,10.0,11.0,38.0,17.0
230463,0.068,233.22500000000002,5.8,25.0,5.0,18.0,27.0,17.0
802102,0.212,239.58,3.2,25.0,6.0,17.0,46.0,0.0
385571,0.202,235.44,1.4,9.0,10.0,11.0,35.0,0.0
211882,0.236,234.83,9.6,5.0,12.0,20.0,46.0,17.0
438149,0.216,242.55,1.8,16.0,10.0,23.0,53.0,1.0
549485,0.08,240.63,12.0,1.0,2.0,7.0,29.0,18.0
1502485,0.176,240.59,11.0,25.0,10.0,2.0,49.0,1.0
1417144,0.166,241.58,2.0,26.0,8.0,20.0,28.0,2.0
1169037,0.094,243.68,2.2,3.0,7.0,13.0,21.0,0.0
718106,0.064,239.63,1.4,28.0,4.0,9.0,50.0,0.0
1378105,0.218,242.9,2.4,30.0,7.0,17.0,49.0,2.0
1682894,0.082,241.6,7.4,27.0,2.0,9.0,38.0,19.0
1322018,0.0,240.23,5.6,21.0,6.0,19.0,2.0,19.0
262464,0.298,240.51,8.8,16.0,6.0,23.0,48.0,18.0
60151,0.19,237.78,7.4,27.0,1.0,11.0,55.0,17.0
28073,0.166,243.8,10.0,1.0,5.0,5.0,17.0,0.0
2023838,0.048,244.61,1.8,22.0,10.0,4.0,2.0,0.0
1850322,0.114,241.83,1.0,23.0,6.0,16.0,6.0,1.0
1596857,0.40800000000000003,244.97,13.6,29.0,12.0,15.0,41.0,19.0
1710108,0.0,241.23,5.6,18.0,3.0,7.0,12.0,18.0
1839956,0.08,237.35,5.6,16.0,6.0,11.0,20.0,18.0
784827,0.352,236.99,13.9,13.0,6.0,17.0,51.0,45.0
1868469,0.218,242.11,1.6,7.0,6.0,6.0,33.0,2.0
420949,0.078,240.94,1.2,10.0,5.0,1.0,13.0,0.0
1978019,0.06,237.96,5.2,20.0,9.0,8.0,23.0,18.0
1246264,0.0,241.47,1.4,30.0,4.0,4.0,28.0,1.0
1024804,0.074,240.08,5.2,27.0,11.0,9.0,28.0,18.0
143751,0.28,241.11,2.8,26.0,3.0,13.0,15.0,0.0
1076995,0.40800000000000003,244.24,13.9,1.0,2.0,15.0,19.0,20.0
383418,0.082,242.21,3.6,9.0,8.0,23.0,42.0,0.0
120630,0.332,238.75,7.0,3.0,10.0,11.0,54.0,18.0
2037830,0.40800000000000003,244.38,7.6,31.0,10.0,21.0,14.0,12.0
1460597,0.116,244.62,1.0,26.0,9.0,0.0,41.0,0.0
1225846,0.0,243.03,1.4,16.0,4.0,0.0,10.0,1.0
1173413,0.0,241.82,6.4,3.0,10.0,14.0,17.0,17.0
1952161,0.06,238.26,11.6,9.0,2.0,9.0,25.0,18.0
1198770,0.102,240.73,1.6,28.0,3.0,4.0,54.0,0.0
632068,0.0,242.23,0.8,28.0,2.0,15.0,52.0,0.0
2024937,0.114,245.2,3.6,22.0,10.0,22.0,21.0,0.0
2006884,0.0,238.02,4.0,10.0,10.0,9.0,28.0,1.0
1646381,0.046,243.5,5.8,2.0,2.0,1.0,5.0,19.0
906218,0.19,239.52,1.4,9.0,6.0,1.0,2.0,0.0
893320,0.146,238.0,0.8,28.0,8.0,2.0,4.0,1.0
2074563,0.21,241.25,6.2,26.0,11.0,9.0,27.0,18.0
1401373,0.33,237.7,9.2,15.0,8.0,21.0,37.0,19.0
1703777,0.106,240.6,5.8,13.0,3.0,21.0,41.0,19.0
1393422,0.116,237.47,5.4,8.0,10.0,9.0,6.0,19.0
1982682,0.39,235.99,8.6,23.0,9.0,14.0,6.0,30.0
523719,0.104,241.78,5.8,15.0,12.0,10.0,3.0,18.0
451826,0.2,238.19,2.8,26.0,10.0,11.0,50.0,2.0
1733934,0.322,241.47,7.0,4.0,3.0,20.0,18.0,19.0
1639351,0.0,248.48,1.4,28.0,1.0,3.0,55.0,1.0
1479110,0.0,242.84,3.4,10.0,8.0,21.0,14.0,1.0
392639,0.236,240.68,5.6,15.0,9.0,9.0,23.0,18.0
446229,0.0,242.69,5.4,22.0,10.0,14.0,33.0,18.0
1792195,0.094,244.05,2.6,14.0,5.0,7.0,19.0,1.0
1742380,0.078,242.31,5.6,4.0,9.0,17.0,4.0,20.0
1050689,0.062,241.33,10.4,15.0,12.0,8.0,53.0,18.0
1834895,0.346,238.13,10.2,6.0,12.0,22.0,59.0,20.0
1993815,0.162,238.9,8.2,10.0,1.0,7.0,39.0,19.0
727717,0.118,241.48,1.4,5.0,5.0,2.0,1.0,1.0
1651604,0.072,243.15,5.8,2.0,5.0,16.0,8.0,20.0
292387,0.238,238.59,11.0,7.0,7.0,18.0,31.0,1.0
765200,0.112,243.36,1.0,31.0,5.0,2.0,44.0,2.0
2023646,0.076,244.17,2.2,22.0,10.0,0.0,50.0,1.0
1798645,0.196,243.38,2.6,18.0,5.0,18.0,49.0,2.0
2253,0.266,246.65,2.6,18.0,12.0,6.0,57.0,2.0
1629509,0.40800000000000003,237.62,13.9,21.0,1.0,7.0,53.0,21.0
1830351,0.166,243.22,1.6,6.0,9.0,19.0,15.0,2.0
965155,0.068,241.25,3.2,16.0,10.0,23.0,19.0,1.0
1493965,0.218,241.64,1.8,19.0,10.0,4.0,49.0,1.0
1859664,0.098,241.03,1.2,30.0,6.0,3.0,48.0,0.0
38736,0.0,245.25,1.0,1.0,12.0,15.0,0.0,0.0
1655435,0.0,240.48,11.2,2.0,8.0,7.0,59.0,18.0
72211,0.06,236.87,13.9,2.0,4.0,20.0,55.0,17.0
364495,0.3,237.82,5.4,26.0,8.0,20.0,19.0,1.0
536128,0.088,244.8,5.6,24.0,12.0,0.0,52.0,19.0
1740430,0.062,239.85,7.0,4.0,8.0,8.0,34.0,20.0
1278658,0.0,240.24,5.4,22.0,5.0,16.0,22.0,18.0
1521683,0.088,241.32,1.4,11.0,7.0,10.0,47.0,1.0
330650,0.0,233.31,4.6,8.0,3.0,8.0,14.0,16.0
1412677,0.40800000000000003,241.91,7.4,23.0,8.0,18.0,1.0,20.0
562298,0.208,242.03,1.8,1.0,11.0,5.0,2.0,0.0
2023779,0.058,245.14,2.2,22.0,10.0,3.0,3.0,1.0
1186374,0.06,242.19,5.6,19.0,3.0,14.0,18.0,18.0
461034,0.092,239.54,1.2,11.0,1.0,21.0,18.0,2.0
1202269,0.318,244.08,2.4,30.0,3.0,15.0,13.0,2.0
303173,0.0,242.45,0.6,15.0,7.0,6.0,17.0,0.0
1591145,0.13,244.36,2.6,25.0,12.0,16.0,29.0,1.0
1320279,0.0,239.41,4.8,20.0,6.0,14.0,3.0,18.0
1558870,0.108,242.54,1.6,12.0,3.0,6.0,34.0,2.0
1246253,0.0,241.87,1.4,30.0,4.0,4.0,17.0,0.0
1633200,0.086,236.96,10.6,23.0,1.0,21.0,24.0,18.0
919928,0.164,241.12,5.0,15.0,9.0,13.0,32.0,7.0
817725,0.228,237.53,13.9,7.0,6.0,14.0,9.0,20.0
511054,0.12,241.74,5.8,12.0,6.0,14.0,58.0,18.0
43120,0.158,244.38,6.6,15.0,1.0,16.0,4.0,18.0
7980,0.0,246.48,0.8,22.0,12.0,6.0,24.0,0.0
915784,0.0,243.15,0.6,9.0,12.0,16.0,28.0,1.0
1671615,0.184,243.61,1.8,19.0,2.0,13.0,39.0,2.0
213913,0.142,237.3,1.6,14.0,5.0,6.0,37.0,0.0
1402593,0.40800000000000003,239.76,9.8,16.0,8.0,17.0,57.0,20.0
1929487,0.188,241.05,1.6,17.0,8.0,15.0,31.0,3.0
259534,0.116,243.35,5.8,14.0,6.0,22.0,58.0,2.0
1481566,0.202,234.79,6.8,10.0,10.0,14.0,10.0,19.0
2030351,0.0,248.58,1.0,26.0,10.0,16.0,35.0,1.0
624363,0.192,240.89,1.8,23.0,2.0,7.0,27.0,0.0
1378597,0.0,242.35,1.2,31.0,7.0,2.0,1.0,1.0
846385,0.40800000000000003,237.82,2.8,26.0,7.0,11.0,49.0,2.0
848068,0.298,237.53,4.8,27.0,7.0,15.0,52.0,13.0
981468,0.076,240.45,1.4,28.0,10.0,7.0,12.0,0.0
1619282,0.12389290560382264,240.82676954857766,4.647313526540645,14.0,1.0,5.0,26.0,7.813293638738684
293461,0.06,238.75,2.8,7.0,8.0,12.0,25.0,6.0
284147,0.078,240.61,0.8,7.0,2.0,1.0,11.0,1.0
475095,0.062,241.47,5.8,11.0,11.0,15.0,39.0,18.0
1851015,0.224,241.64,1.8,24.0,6.0,3.0,39.0,0.0
1546717,0.322,237.01,13.9,24.0,11.0,20.0,1.0,45.0
436444,0.40800000000000003,238.54,8.4,15.0,10.0,19.0,28.0,0.0
50707,0.346,239.82,5.6,20.0,1.0,22.0,31.0,2.0
718860,0.346,243.12,2.4,28.0,4.0,22.0,24.0,3.0
334087,0.102,237.67,0.8,8.0,5.0,17.0,31.0,0.0
1195070,0.396,245.81,7.4,25.0,3.0,15.0,14.0,20.0
305755,0.132,234.35,1.2,17.0,7.0,1.0,19.0,1.0
818420,0.116,238.06,1.2,7.0,7.0,1.0,44.0,0.0
951212,0.076,233.94,13.6,10.0,7.0,6.0,56.0,19.0
1535920,0.192,236.23,12.8,17.0,11.0,8.0,4.0,17.0
783877,0.0,240.06,0.6,13.0,6.0,2.0,1.0,0.0
504812,0.108,243.23,1.2,12.0,2.0,6.0,56.0,0.0
79181,0.0,243.76,1.0,2.0,9.0,17.0,5.0,0.0
596039,0.0,242.42,10.6,2.0,3.0,15.0,23.0,0.0
331394,0.0,235.13,0.6,8.0,3.0,20.0,38.0,0.0
667625,0.094,243.7,1.4,24.0,3.0,8.0,29.0,0.0
40099,0.112,240.63,2.6,13.0,1.0,13.0,43.0,1.0
594210,0.058,241.24,7.8,2.0,2.0,8.0,54.0,18.0
1129842,0.104,246.65,1.6,2.0,8.0,8.0,6.0,0.0
1847972,0.218,240.03,1.8,22.0,6.0,0.0,56.0,2.0
325236,0.11,233.23,1.0,30.0,7.0,14.0,0.0,0.0
417183,0.0,237.71,6.2,10.0,2.0,10.0,27.0,19.0
1307430,0.40800000000000003,240.66,10.2,6.0,11.0,15.0,54.0,19.0
714469,0.21,239.9,2.0,25.0,4.0,21.0,13.0,0.0
1489217,0.058,238.6,6.6,15.0,10.0,21.0,41.0,1.0
1075833,0.0,238.12,13.9,1.0,1.0,19.0,57.0,38.0
600730,0.0,233.22500000000002,13.9,2.0,6.0,21.0,34.0,0.0
1959581,0.064,241.92,2.6,9.0,7.0,13.0,5.0,1.0
1128120,0.0,245.91,0.8,2.0,7.0,3.0,24.0,0.0
324727,0.12,235.37,1.2,30.0,7.0,5.0,31.0,0.0
1958571,0.248,240.52,6.6,9.0,6.0,20.0,15.0,13.0
1166588,0.058,236.21,10.4,3.0,5.0,20.0,32.0,17.0
199455,0.1,236.28,1.0,5.0,4.0,5.0,39.0,0.0
1224255,0.08,241.78,6.4,14.0,4.0,21.0,39.0,0.0
1454140,0.204,237.37,6.0,21.0,9.0,13.0,4.0,19.0
814724,0.228,239.37,4.0,7.0,4.0,12.0,8.0,12.0
1567383,0.114,245.25,1.4,12.0,9.0,4.0,27.0,1.0
1883960,0.062,240.53,3.2,17.0,7.0,0.0,44.0,1.0
1041629,0.052,244.02,1.2,12.0,9.0,1.0,53.0,0.0
1531940,0.328,240.62,7.8,14.0,11.0,13.0,44.0,18.0
492489,0.0,236.92,1.0,23.0,11.0,17.0,33.0,0.0
1211478,0.066,244.69,1.6,4.0,6.0,0.0,42.0,0.0
136952,0.206,235.12,13.9,21.0,3.0,19.0,56.0,19.0
646951,0.108,246.5,1.4,3.0,9.0,23.0,55.0,1.0
973426,0.0,238.19,8.2,22.0,10.0,17.0,10.0,16.0
283906,0.232,242.18,2.6,7.0,1.0,21.0,10.0,1.0
1435704,0.342,241.41,3.0,9.0,8.0,17.0,48.0,2.0
843649,0.172,240.41,1.8,24.0,7.0,14.0,13.0,0.0
1417850,0.13,239.5,5.4,27.0,8.0,8.0,14.0,18.0
807276,0.0,240.83,1.8,29.0,6.0,8.0,0.0,5.0
665729,0.054,243.73,1.2,23.0,3.0,0.0,53.0,0.0
1415821,0.282,242.61,2.4,25.0,8.0,22.0,25.0,1.0
1251018,0.07,238.78,13.9,5.0,3.0,11.0,42.0,19.0
260566,0.132,242.01,1.2,15.0,6.0,16.0,10.0,0.0
106445,0.214,240.63,1.6,28.0,2.0,15.0,29.0,1.0
1308133,0.0,242.61,1.4,6.0,12.0,3.0,37.0,1.0
850821,0.13,241.5,2.2,29.0,7.0,13.0,45.0,0.0
219428,0.056,237.5,1.2,18.0,5.0,2.0,32.0,0.0
1133665,0.088,244.64,6.0,2.0,10.0,23.0,49.0,18.0
846382,0.40800000000000003,238.06,3.0,26.0,7.0,11.0,46.0,1.0
227468,0.07,237.46,1.2,23.0,5.0,16.0,32.0,1.0
1208566,0.134,246.12,1.8,4.0,4.0,0.0,10.0,0.0
302035,0.068,238.72,13.9,14.0,7.0,11.0,19.0,18.0
1223900,0.14,242.63,1.8,14.0,4.0,15.0,44.0,1.0
343711,0.124,233.78,5.6,8.0,12.0,9.0,55.0,16.0
1814500,0.40800000000000003,233.54,13.9,29.0,5.0,19.0,4.0,27.0
1286599,0.086,233.22500000000002,1.4,28.0,5.0,4.0,43.0,1.0
941424,0.242,239.88,4.0,30.0,9.0,11.0,48.0,11.0
129767,0.09,235.86,12.2,16.0,3.0,20.0,11.0,21.0
1103279,0.118,242.75,6.8,20.0,1.0,21.0,23.0,0.0
511408,0.40800000000000003,233.99,13.9,12.0,6.0,20.0,52.0,17.0
186958,0.086,235.65,0.8,25.0,4.0,13.0,22.0,0.0
1489034,0.096,241.3,4.6,15.0,10.0,18.0,38.0,8.0
219333,0.246,239.01,2.2,18.0,5.0,0.0,57.0,2.0
953406,0.142,238.42,6.4,10.0,8.0,19.0,30.0,1.0
743853,0.0,236.65,9.4,16.0,5.0,6.0,57.0,1.0
1929634,0.096,240.82,1.2,17.0,8.0,17.0,58.0,1.0
1231172,0.146,242.88,1.6,19.0,4.0,16.0,56.0,1.0
477241,0.0,240.96,1.0,13.0,11.0,3.0,25.0,0.0
1971542,0.076,238.77,1.0,15.0,9.0,20.0,26.0,1.0
1894853,0.23,238.84,1.6,24.0,7.0,14.0,17.0,2.0
1470409,0.054,237.45,12.8,10.0,2.0,20.0,13.0,18.0
478347,0.062,240.31,9.2,13.0,11.0,21.0,51.0,18.0
1241114,0.0,239.65,6.0,26.0,4.0,14.0,38.0,18.0
925956,0.282,239.14,9.0,19.0,9.0,18.0,0.0,29.0
292073,0.34,238.17,7.0,7.0,7.0,13.0,17.0,18.0
1840122,0.0,239.9,5.8,16.0,6.0,14.0,6.0,22.0
1874834,0.126,238.9,7.6,7.0,10.0,16.0,38.0,19.0
1821079,0.226,238.35,9.2,6.0,3.0,8.0,43.0,27.0
1750371,0.078,240.22,1.2,15.0,4.0,6.0,15.0,2.0
1706955,0.224,242.94,1.8,16.0,3.0,2.0,39.0,0.0
651164,0.0,236.8,11.8,3.0,12.0,22.0,8.0,17.0
1977599,0.192,244.12,1.4,20.0,9.0,1.0,23.0,1.0
751653,0.358,241.22,2.2,21.0,5.0,16.0,57.0,1.0
35019,0.0,244.15,5.4,1.0,10.0,1.0,3.0,18.0
831047,0.114,242.03,1.2,15.0,7.0,20.0,11.0,2.0
1824387,0.184,242.04,1.8,6.0,5.0,15.0,51.0,2.0
1611389,0.0,241.71,6.4,1.0,8.0,17.0,53.0,1.0
1314328,0.104,239.15,7.8,16.0,6.0,10.0,52.0,30.0
772186,0.11,238.0,5.0,6.0,4.0,23.0,10.0,2.0
1217156,0.0,246.7,2.4,4.0,9.0,23.0,20.0,1.0
1226918,0.106,239.34,2.0,16.0,4.0,18.0,2.0,2.0
1734436,0.11,245.65,1.2,4.0,4.0,4.0,40.0,2.0
1345158,0.116,237.71,13.9,7.0,7.0,20.0,42.0,45.0
740190,0.312,239.79,7.8,13.0,5.0,17.0,54.0,25.0
2056962,0.0,243.64,1.2,14.0,11.0,4.0,6.0,0.0
967276,0.204,240.26,6.8,18.0,10.0,10.0,40.0,20.0
1094187,0.078,245.75,1.2,14.0,1.0,13.0,51.0,0.0
1178679,0.062,242.98,1.2,14.0,3.0,6.0,3.0,0.0
1282147,0.1,243.13,1.4,25.0,5.0,2.0,31.0,0.0
1262990,0.166,238.56,6.4,5.0,11.0,19.0,14.0,1.0
445555,0.0,243.15,1.0,22.0,10.0,3.0,19.0,0.0
13821,0.118,238.1,11.2,26.0,12.0,7.0,45.0,0.0
1591324,0.098,242.87,6.2,25.0,12.0,19.0,28.0,18.0
132488,0.102,239.24,1.6,18.0,3.0,17.0,32.0,0.0
1489842,0.07,238.6,7.4,16.0,10.0,8.0,6.0,18.0
516064,0.216,247.46,1.8,12.0,10.0,2.0,28.0,0.0
1078684,0.368,240.86,13.9,1.0,3.0,19.0,28.0,0.0
853976,0.0,239.42,1.2,31.0,7.0,18.0,20.0,1.0
138778,0.0,245.21,0.8,23.0,3.0,2.0,22.0,0.0
368310,0.0,238.48,0.4,29.0,8.0,11.0,54.0,0.0
224819,0.284,236.64,7.2,21.0,5.0,20.0,23.0,20.0
320228,0.194,235.14,1.4,27.0,7.0,2.0,32.0,0.0
1881972,0.186,239.69,7.0,15.0,7.0,15.0,36.0,19.0
1505314,0.132,244.52,1.4,27.0,10.0,1.0,58.0,1.0
304393,0.096,239.88,1.0,16.0,7.0,2.0,37.0,1.0
23454,0.0,242.42,1.6,1.0,2.0,0.0,18.0,0.0
1827056,0.078,244.03,1.0,6.0,7.0,12.0,20.0,0.0
748998,0.0,241.94,6.4,19.0,5.0,20.0,42.0,18.0
939654,0.07,241.68,1.4,29.0,9.0,6.0,18.0,0.0
1236239,0.116,243.16,1.6,23.0,4.0,5.0,23.0,0.0
53051,0.0,244.01,1.4,22.0,1.0,13.0,35.0,0.0
1254919,0.108,240.91,1.6,5.0,6.0,4.0,43.0,1.0
1231134,0.112,244.91,1.4,19.0,4.0,16.0,18.0,1.0
